loss,accuracy,precision_1,recall_1,val_loss,val_accuracy,val_precision_1,val_recall_1
0.3088358267384455,0.8694292306900024,0.8694292306900024,0.8694292306900024,0.7332715999621612,0.7163461446762085,0.7163461446762085,0.7163461446762085
0.2578490573601204,0.8957518935203552,0.8957518935203552,0.8957518935203552,0.6688034889789728,0.7379807829856873,0.7379807829856873,0.7379807829856873
0.22451516143164038,0.9116497039794922,0.9116497039794922,0.9116497039794922,0.7550931188922662,0.7331730723381042,0.7331730723381042,0.7331730723381042
0.2264363569597543,0.9077404141426086,0.9077404141426086,0.9077404141426086,1.0903429669113114,0.7283653616905212,0.7283653616905212,0.7283653616905212
0.2113660021486275,0.9155590534210205,0.9155590534210205,0.9155590534210205,0.752151105266351,0.7283653616905212,0.7283653616905212,0.7283653616905212
0.20416173829770132,0.9160802960395813,0.9160802960395813,0.9160802960395813,0.9659962313106427,0.713942289352417,0.713942289352417,0.713942289352417
0.1985762182828005,0.9176439642906189,0.9176439642906189,0.9176439642906189,1.003006721345278,0.71875,0.71875,0.71875
0.2146382775737309,0.9171227812767029,0.9171227812767029,0.9171227812767029,0.8430379846921334,0.682692289352417,0.682692289352417,0.682692289352417
0.1888461856131197,0.9241595268249512,0.9241595268249512,0.9241595268249512,0.6697361638339666,0.7355769276618958,0.7355769276618958,0.7355769276618958
0.18271339039862203,0.9238988757133484,0.9238988757133484,0.9238988757133484,0.5635364494071557,0.7572115659713745,0.7572115659713745,0.7572115659713745
0.18436273071863454,0.9291113018989563,0.9291113018989563,0.9291113018989563,0.7049068182420272,0.7307692170143127,0.7307692170143127,0.7307692170143127
0.18779079422280912,0.9259838461875916,0.9259838461875916,0.9259838461875916,0.6391256590588734,0.75,0.75,0.75
0.18628601428895125,0.9254626035690308,0.9254626035690308,0.9254626035690308,0.9330280252660696,0.7259615659713745,0.7259615659713745,0.7259615659713745
0.1762067021368567,0.932238757610321,0.932238757610321,0.932238757610321,0.8931666247618313,0.723557710647583,0.723557710647583,0.723557710647583
0.17772740980035973,0.9259838461875916,0.9259838461875916,0.9259838461875916,0.7364694389442985,0.7379807829856873,0.7379807829856873,0.7379807829856873
0.16341683757873696,0.9304143786430359,0.9304143786430359,0.9304143786430359,0.8135897666215897,0.7355769276618958,0.7355769276618958,0.7355769276618958
0.16919270000918818,0.9309356212615967,0.9309356212615967,0.9309356212615967,1.1286454655122584,0.7259615659713745,0.7259615659713745,0.7259615659713745
0.17839925168608825,0.9298931360244751,0.9298931360244751,0.9298931360244751,0.913811878587764,0.713942289352417,0.713942289352417,0.713942289352417
0.17583912099156493,0.9311962723731995,0.9311962723731995,0.9311962723731995,0.7379637142786613,0.7283653616905212,0.7283653616905212,0.7283653616905212
0.15694293367356288,0.937711775302887,0.937711775302887,0.937711775302887,0.956355641524379,0.7115384340286255,0.7115384340286255,0.7115384340286255
